lat	lng	time
36.7	117.0	1112
45.5	-73.6	1112
23.5	121.0	1112
29.0	111.7	1113
23.1	113.3	1113
50.6	36.6	1113
56.1	47.3	1113
56.9	60.6	1113
50.0	36.3	1113
19.3	76.1	1113
43.9	125.3	1113
55.7	38.0	1113
31.0	121.4	1114
34.9	117.6	1114
45.8	126.7	1114
35.2	115.4	1114
51.7	36.2	1114
22.8	108.3	1114
51.7	36.2	1114
48.0	68.0	1114
6.9	79.9	1114
34.8	135.4	1114
25.0	121.5	1114
25.0	121.5	1114
48.0	37.8	1114
17.4	78.5	1114
41.8	123.4	1114
51.7	55.4	1115
-38.0	-57.5	1115
56.1	47.5	1115
45.3	-73.9	1115
48.5	35.0	1115
25.0	121.5	1115
51.7	36.2	1115
50.7	3.2	1116
45.5	-73.6	1116
48.5	35.0	1116
30.3	120.2	1116
36.7	117.0	1116
43.9	125.3	1116
55.8	37.6	1116
47.6	-122.3	1116
33.8	-84.3	1117
37.5	127.0	1117
47.4	40.1	1117
50.6	36.6	1117
50.4	30.5	1117
23.5	121.0	1117
28.2	113.1	1117
34.7	113.5	1117
17.4	78.5	1117
53.4	83.8	1117
45.5	-73.6	1118
52.8	52.3	1118
23.5	121.0	1118
37.8	-97.8	1118
44.4	26.1	1118
56.9	60.6	1118
45.1	16.3	1118
24.5	118.1	1118
56.4	41.3	1118
50.4	30.5	1118
53.2	50.1	1118
51.7	39.2	1118
53.1	36.2	1118
30.7	104.1	1119
30.7	104.1	1119
51.8	55.1	1119
51.7	55.4	1119
37.5	127.0	1119
22.4	114.0	1119
56.0	37.2	1119
55.7	37.6	1119
4.6	-74.1	1119
55.7	37.6	1119
48.5	35.0	1119
45.5	-73.6	1119
45.5	-73.6	1119
37.5	127.0	1119
57.2	65.5	1120
51.7	55.4	1120
25.0	121.5	1120
37.5	127.0	1120
22.3	114.2	1120
57.0	41.0	1120
51.8	55.1	1121
36.7	117.0	1121
39.1	-77.1	1121
53.2	50.1	1121
55.7	37.6	1121
53.5	87.3	1121
23.0	113.7	1121
47.4	19.1	1121
41.1	-8.6	1121
32.8	-117.0	1121
39.9	116.4	1121
53.0	36.1	1121
51.7	55.4	1122
38.6	-90.2	1122
55.8	37.6	1122
51.3	37.8	1122
36.7	117.0	1122
36.7	117.0	1122
56.9	35.9	1122
36.7	117.0	1122
22.6	120.3	1122
37.8	-97.8	1122
53.0	36.1	1122
37.5	127.0	1122
55.7	37.6	1122
52.3	104.3	1122
30.0	120.6	1123
51.7	55.4	1123
46.5	30.7	1123
13.8	100.5	1123
59.9	30.3	1123
36.7	117.0	1123
47.6	-122.3	1123
51.7	55.4	1124
48.5	35.0	1124
35.2	115.4	1124
10.0	8.0	1124
30.7	104.1	1124
51.7	36.2	1124
29.0	-111.7	1124
23.5	121.0	1124
48.7	44.5	1124
51.7	39.2	1124
34.7	-86.6	1124
34.8	113.7	1124
53.0	36.1	1124
60.9	76.6	1125
51.8	55.1	1125
51.8	55.1	1125
25.0	121.5	1125
25.0	121.5	1125
35.6	139.7	1125
51.5	46.1	1125
23.5	121.0	1125
22.5	114.1	1125
37.5	127.0	1125
37.5	127.0	1125
10.8	106.6	1125
51.7	39.2	1125
39.9	116.4	1125
53.0	36.1	1125
53.5	49.3	1126
50.4	30.5	1126
51.7	55.4	1126
51.2	58.3	1126
51.5	-0.1	1126
24.5	118.1	1126
30.6	114.3	1126
51.5	46.0	1126
51.7	36.2	1126
36.7	117.0	1126
41.1	-73.5	1126
19.4	-99.1	1126
17.0	81.8	1126
23.5	121.0	1127
23.5	121.0	1127
23.5	121.0	1127
35.7	51.4	1127
55.7	37.6	1127
1.4	103.8	1127
37.5	127.0	1128
45.5	-73.6	1128
12.5	-70.0	1128
55.7	37.6	1128
52.8	52.3	1128
50.4	30.5	1128
49.8	30.1	1128
47.1	8.2	1128
51.5	81.3	1128
50.6	36.6	1128
39.1	-94.6	1128
51.3	9.5	1128
43.9	125.3	1128
53.1	36.2	1128
31.0	121.4	1128
55.7	37.6	1129
25.0	121.5	1129
40.8	-74.1	1129
37.4	-122.0	1129
37.5	127.0	1129
34.7	113.5	1129
23.1	113.3	1129
51.7	36.2	1129
59.9	30.3	1129
46.1	-73.9	1130
57.2	65.5	1130
45.3	-73.9	1130
32.1	118.8	1130
56.4	37.5	1130
37.5	127.0	1130
52.0	47.8	1130
53.2	50.1	1130
32.1	118.8	1130
37.5	127.0	1130
55.7	37.6	1130
25.0	121.5	1130
23.5	121.0	1130
36.7	117.0	1131
23.5	121.0	1131
41.8	123.4	1131
23.5	121.0	1131
51.1	13.8	1131
56.9	35.9	1131
4.6	-74.1	1131
56.3	114.9	1131
50.3	28.7	1132
53.9	27.6	1132
49.8	24.0	1132
30.7	104.1	1132
41.8	123.4	1132
40.0	45.0	1132
45.8	126.7	1132
32.1	118.8	1132
-26.9	26.7	1132
20.0	77.0	1132
40.5	-74.2	1132
37.5	127.0	1133
30.1	121.1	1133
32.1	118.8	1133
50.0	36.3	1133
24.1	120.7	1133
39.9	116.4	1133
55.4	43.8	1133
22.5	114.1	1133
25.0	121.5	1133
22.5	114.1	1133
56.7	37.2	1133
45.5	-73.6	1133
31.0	121.4	1133
51.7	55.4	1133
45.5	-73.6	1134
51.8	55.1	1134
20.2	85.8	1134
23.1	113.3	1134
25.0	121.5	1134
23.5	121.0	1134
10.4	123.9	1134
34.8	113.7	1134
55.7	37.6	1134
23.1	113.3	1134
51.7	36.2	1134
23.5	121.0	1134
33.7	-84.4	1134
34.8	113.7	1134
23.5	121.0	1134
26.6	106.7	1134
31.0	121.4	1134
23.7	90.4	1135
50.6	36.6	1135
39.9	116.4	1135
25.0	121.5	1135
37.5	127.0	1135
53.2	50.1	1135
34.8	113.7	1135
51.7	36.2	1135
23.5	121.0	1135
48.0	37.8	1135
35.1	137.2	1135
60.6	16.8	1136
54.6	53.7	1136
23.1	113.3	1136
23.5	121.0	1136
51.7	36.2	1136
55.7	37.6	1136
36.7	117.0	1136
50.6	36.6	1136
23.5	121.0	1136
53.2	50.1	1136
17.4	78.5	1136
53.1	36.2	1136
31.5	119.5	1137
23.1	113.3	1137
31.0	121.4	1137
32.0	-5.0	1137
55.7	37.6	1137
34.8	113.7	1137
41.4	-75.4	1137
51.5	46.0	1137
54.3	48.4	1137
32.1	118.8	1137
47.6	-122.3	1137
45.5	-73.6	1137
53.1	36.2	1137
25.0	121.5	1138
47.5	42.2	1138
45.5	-73.6	1138
-23.5	-46.2	1138
25.0	121.5	1138
30.3	120.2	1138
23.1	113.3	1138
45.5	-73.6	1138
51.7	55.4	1139
51.2	58.3	1139
51.7	55.4	1139
23.5	121.0	1139
31.0	121.4	1139
25.8	-80.2	1139
53.5	49.3	1139
22.8	108.3	1139
45.0	39.0	1139
53.5	49.3	1139
24.9	118.6	1139
22.3	113.6	1139
23.5	121.0	1139
53.1	49.9	1140
22.4	114.0	1140
28.2	113.1	1140
51.5	46.0	1140
22.6	120.4	1140
23.1	113.3	1140
43.9	125.3	1140
36.7	117.0	1141
25.0	121.5	1141
36.7	117.0	1141
50.6	36.6	1141
51.7	35.7	1141
52.5	-93.0	1141
28.6	111.8	1141
35.7	139.8	1141
51.7	39.2	1141
50.4	30.5	1142
37.5	127.0	1142
55.8	49.1	1142
51.7	36.2	1142
47.1	21.9	1142
-12.3	-66.2	1142
41.0	64.0	1142
51.7	39.2	1142
24.0	120.9	1143
28.2	113.1	1143
50.6	36.6	1143
51.7	55.4	1143
45.8	126.7	1143
56.2	101.6	1143
53.1	36.2	1143
39.9	116.4	1143
23.5	121.0	1143
28.2	113.1	1143
23.5	121.0	1143
25.0	121.5	1143
55.3	61.4	1143
47.6	-122.3	1143
45.5	-73.6	1143
46.7	38.3	1144
44.7	10.9	1144
51.3	9.5	1144
54.0	38.5	1144
30.6	114.3	1144
36.7	117.0	1144
34.7	113.5	1144
-33.5	-70.7	1144
50.4	30.5	1144
51.7	39.2	1144
55.2	61.4	1144
55.2	61.4	1144
24.1	120.7	1144
34.7	-86.6	1144
51.8	55.1	1145
55.7	37.6	1145
51.3	9.5	1145
52.6	39.6	1145
45.5	-73.6	1145
23.5	121.0	1145
55.7	37.6	1145
37.5	127.0	1145
23.5	121.0	1145
51.2	-0.6	1145
31.0	121.4	1145
36.6	127.5	1145
23.1	113.3	1145
53.1	36.2	1145
55.4	43.8	1145
56.1	47.3	1146
52.8	52.3	1146
23.1	113.3	1146
51.7	39.2	1146
23.1	113.3	1146
51.1	17.0	1146
36.7	117.0	1147
